symbol,name,exchange,yahoo_symbol,kite_symbol,upstox_instrument_key,sector,industry,base_price,enabled
LTGILTCASE,ZERODHAAMC - LTGILTCASE,NSE,LTGILTCASE.NS,NSE:LTGILTCASE,NSE_EQ|INF0R8F01133,,,100.0,1
LTM,LTM LIMITED,NSE,LTM.NS,NSE:LTM,NSE_EQ|INE214T01019,,,100.0,1
LTTS,L&T TECHNOLOGY SER. LTD.,NSE,LTTS.NS,NSE:LTTS,NSE_EQ|INE010V01017,,,100.0,1
LUMAXIND,LUMAX INDUSTRIES LTD,NSE,LUMAXIND.NS,NSE:LUMAXIND,NSE_EQ|INE162B01018,,,100.0,1
LUMAXTECH,LUMAX AUTO TECH LTD,NSE,LUMAXTECH.NS,NSE:LUMAXTECH,NSE_EQ|INE872H01027,,,100.0,1
LUPIN,LUPIN LIMITED,NSE,LUPIN.NS,NSE:LUPIN,NSE_EQ|INE326A01037,,,100.0,1
LUXIND,LUX INDUSTRIES LIMITED,NSE,LUXIND.NS,NSE:LUXIND,NSE_EQ|INE150G01020,,,100.0,1
LXCHEM,LAXMI ORGANIC INDUS LTD,NSE,LXCHEM.NS,NSE:LXCHEM,NSE_EQ|INE576O01020,,,100.0,1
LYKALABS,LYKA LABS LTD,NSE,LYKALABS.NS,NSE:LYKALABS,NSE_EQ|INE933A01014,,,100.0,1
LYPSAGEMS,LYPSA GEMS & JEWEL LTD,NSE,LYPSAGEMS.NS,NSE:LYPSAGEMS,NSE_EQ|INE142K01011,,,100.0,1
M&M,MAHINDRA & MAHINDRA LTD,NSE,M&M.NS,NSE:M&M,NSE_EQ|INE101A01026,,,100.0,1
M&MFIN,M&M FIN. SERVICES LTD,NSE,M&MFIN.NS,NSE:M&MFIN,NSE_EQ|INE774D01024,,,100.0,1
MAANALU,MAAN ALUMINIUM LIMITED,NSE,MAANALU.NS,NSE:MAANALU,NSE_EQ|INE215I01027,,,100.0,1
MACPOWER,MACPOWER CNC MACHINES LTD,NSE,MACPOWER.NS,NSE:MACPOWER,NSE_EQ|INE155Z01011,,,100.0,1
MADHAV,MADHAV MARBLE & GRANITE,NSE,MADHAV.NS,NSE:MADHAV,NSE_EQ|INE925C01016,,,100.0,1
MADHAVIPL,MADHAV INFRA PROJECTS L,NSE,MADHAVIPL.NS,NSE:MADHAVIPL,NSE_EQ|INE631R01026,,,100.0,1
MADHUCON,MADHUCON PROJECTS LTD.,NSE,MADHUCON.NS,NSE:MADHUCON,NSE_EQ|INE378D01032,,,100.0,1
MADRASFERT,MADRAS FERTILISERS LTD,NSE,MADRASFERT.NS,NSE:MADRASFERT,NSE_EQ|INE414A01015,,,100.0,1
MAFANG,MIRAEAMC - MAFANG,NSE,MAFANG.NS,NSE:MAFANG,NSE_EQ|INF769K01HF4,,,100.0,1
MAFATIND,MAFATLAL INDUSTRIES LTD.,NSE,MAFATIND.NS,NSE:MAFATIND,NSE_EQ|INE270B01035,,,100.0,1
MAGADSUGAR,MAGADH SUGAR & ENERGY LTD,NSE,MAGADSUGAR.NS,NSE:MAGADSUGAR,NSE_EQ|INE347W01011,,,100.0,1
MAGNUM,MAGNUM VENTURES LTD.,NSE,MAGNUM.NS,NSE:MAGNUM,NSE_EQ|INE387I01016,,,100.0,1
MAHABANK,BANK OF MAHARASHTRA,NSE,MAHABANK.NS,NSE:MAHABANK,NSE_EQ|INE457A01014,,,100.0,1
MAHAPEXLTD,MAHA RASHTRA APEX COPR. L,NSE,MAHAPEXLTD.NS,NSE:MAHAPEXLTD,NSE_EQ|INE843B01013,,,100.0,1
MAHASTEEL,MAHAMAYA STEEL INDS LTD,NSE,MAHASTEEL.NS,NSE:MAHASTEEL,NSE_EQ|INE451L01014,,,100.0,1
MAHEPC,MAHINDRA EPC IRRIG LTD,NSE,MAHEPC.NS,NSE:MAHEPC,NSE_EQ|INE215D01010,,,100.0,1
MAHESHWARI,MAHESHWARI LOGISTICS LTD.,NSE,MAHESHWARI.NS,NSE:MAHESHWARI,NSE_EQ|INE263W01010,,,100.0,1
MAHKTECH,MIRAEAMC - MAHKTECH,NSE,MAHKTECH.NS,NSE:MAHKTECH,NSE_EQ|INF769K01HS7,,,100.0,1
MAHLIFE,MAHINDRA LIFESPACE DEVLTD,NSE,MAHLIFE.NS,NSE:MAHLIFE,NSE_EQ|INE813A01018,,,100.0,1
MAHLOG,MAHINDRA LOGISTIC LIMITED,NSE,MAHLOG.NS,NSE:MAHLOG,NSE_EQ|INE766P01016,,,100.0,1
MAHSCOOTER,MAHARASHTRA SCOOTERS LTD,NSE,MAHSCOOTER.NS,NSE:MAHSCOOTER,NSE_EQ|INE288A01013,,,100.0,1
MAHSEAMLES,MAHARASHTRA SEAMLESS LTD,NSE,MAHSEAMLES.NS,NSE:MAHSEAMLES,NSE_EQ|INE271B01025,,,100.0,1
MAITHANALL,MAITHAN ALLOYS LTD,NSE,MAITHANALL.NS,NSE:MAITHANALL,NSE_EQ|INE683C01011,,,100.0,1
MAJESAUT,MAJESTIC AUTO LTD.,NSE,MAJESAUT.NS,NSE:MAJESAUT,NSE_EQ|INE201B01022,,,100.0,1
MAKEINDIA,MIRAEAMC - MAMFGETF,NSE,MAKEINDIA.NS,NSE:MAKEINDIA,NSE_EQ|INF769K01IB1,,,100.0,1
MALLCOM,MALLCOM (INDIA) LIMITED,NSE,MALLCOM.NS,NSE:MALLCOM,NSE_EQ|INE389C01015,,,100.0,1
MALUPAPER,MALU PAPER MILLS LIMITED,NSE,MALUPAPER.NS,NSE:MALUPAPER,NSE_EQ|INE383H01017,,,100.0,1
MAMATA,MAMATA MACHINERY LIMITED,NSE,MAMATA.NS,NSE:MAMATA,NSE_EQ|INE0TO701015,,,100.0,1
MANAKALUCO,MANAK ALUMINIUM CO. LTD.,NSE,MANAKALUCO.NS,NSE:MANAKALUCO,NSE_EQ|INE859Q01017,,,100.0,1
MANAKCOAT,MAN COAT METAL & IND LTD,NSE,MANAKCOAT.NS,NSE:MANAKCOAT,NSE_EQ|INE830Q01018,,,100.0,1
MANAKSIA,MANAKSIA LTD.,NSE,MANAKSIA.NS,NSE:MANAKSIA,NSE_EQ|INE015D01022,,,100.0,1
MANAKSTEEL,MANAKSIA STEELS LTD,NSE,MANAKSTEEL.NS,NSE:MANAKSTEEL,NSE_EQ|INE824Q01011,,,100.0,1
MANALIPETC,MANALI PETROCHEMICALS LT,NSE,MANALIPETC.NS,NSE:MANALIPETC,NSE_EQ|INE201A01024,,,100.0,1
MANAPPURAM,MANAPPURAM FINANCE LTD,NSE,MANAPPURAM.NS,NSE:MANAPPURAM,NSE_EQ|INE522D01027,,,100.0,1
MANBA,MANBA FINANCE LIMITED,NSE,MANBA.NS,NSE:MANBA,NSE_EQ|INE939X01013,,,100.0,1
MANCREDIT,MANGAL CREDIT N FINCORP L,NSE,MANCREDIT.NS,NSE:MANCREDIT,NSE_EQ|INE545L01039,,,100.0,1
MANGALAM,MANGALAM DRUG & CHEM LTD,NSE,MANGALAM.NS,NSE:MANGALAM,NSE_EQ|INE584F01014,,,100.0,1
MANGLMCEM,MANGALAM CEMENT LTD,NSE,MANGLMCEM.NS,NSE:MANGLMCEM,NSE_EQ|INE347A01017,,,100.0,1
MANINDS,MAN INDUSTRIES (I) LTD.,NSE,MANINDS.NS,NSE:MANINDS,NSE_EQ|INE993A01026,,,100.0,1
MANINFRA,MAN INFRA LTD,NSE,MANINFRA.NS,NSE:MANINFRA,NSE_EQ|INE949H01023,,,100.0,1
MANKIND,MANKIND PHARMA LIMITED,NSE,MANKIND.NS,NSE:MANKIND,NSE_EQ|INE634S01028,,,100.0,1
MANOMAY,MANOMAY TEX INDIA LTD,NSE,MANOMAY.NS,NSE:MANOMAY,NSE_EQ|INE784W01015,,,100.0,1
MANORAMA,MANORAMA INDUSTRIES LTD,NSE,MANORAMA.NS,NSE:MANORAMA,NSE_EQ|INE00VM01036,,,100.0,1
MANORG,MANGALAM ORGANICS LIMITED,NSE,MANORG.NS,NSE:MANORG,NSE_EQ|INE370D01013,,,100.0,1
MANUFGBEES,NIPPONAMC - MANUFGBEES,NSE,MANUFGBEES.NS,NSE:MANUFGBEES,NSE_EQ|INF204KC1GH6,,,100.0,1
MANUGRAPH,MANUGRAPH INDIA LIMITED,NSE,MANUGRAPH.NS,NSE:MANUGRAPH,NSE_EQ|INE867A01022,,,100.0,1
MANYAVAR,VEDANT FASHIONS LIMITED,NSE,MANYAVAR.NS,NSE:MANYAVAR,NSE_EQ|INE825V01034,,,100.0,1
MAPMYINDIA,C.E. INFO SYSTEMS LIMITED,NSE,MAPMYINDIA.NS,NSE:MAPMYINDIA,NSE_EQ|INE0BV301023,,,100.0,1
MARALOVER,MARAL OVERSEAS LTD,NSE,MARALOVER.NS,NSE:MARALOVER,NSE_EQ|INE882A01013,,,100.0,1
MARATHON,MARATHON NXTGEN REALT LTD,NSE,MARATHON.NS,NSE:MARATHON,NSE_EQ|INE182D01020,,,100.0,1
MARICO,MARICO LIMITED,NSE,MARICO.NS,NSE:MARICO,NSE_EQ|INE196A01026,,,100.0,1
MARINE,MARINE ELECTRICAL (I) LTD,NSE,MARINE.NS,NSE:MARINE,NSE_EQ|INE01JE01028,,,100.0,1
MARKOLINES,MARKOLINES PAVEMENT TEC L,NSE,MARKOLINES.NS,NSE:MARKOLINES,NSE_EQ|INE0FW001016,,,100.0,1
MARKSANS,MARKSANS PHARMA LIMITED,NSE,MARKSANS.NS,NSE:MARKSANS,NSE_EQ|INE750C01026,,,100.0,1
MARSONS,MARSONS LIMITED,NSE,MARSONS.NS,NSE:MARSONS,NSE_EQ|INE415B01044,,,100.0,1
MARUTI,MARUTI SUZUKI INDIA LTD.,NSE,MARUTI.NS,NSE:MARUTI,NSE_EQ|INE585B01010,,,100.0,1
MASFIN,MAS FINANCIAL SERV LTD,NSE,MASFIN.NS,NSE:MASFIN,NSE_EQ|INE348L01012,,,100.0,1
MASKINVEST,MASK INVESTMENTS LIMITED,NSE,MASKINVEST.NS,NSE:MASKINVEST,NSE_EQ|INE885F01015,,,100.0,1
MASPTOP50,MIRAEAMC - MASPTOP50,NSE,MASPTOP50.NS,NSE:MASPTOP50,NSE_EQ|INF769K01HP3,,,100.0,1
MASTEK,MASTEK LTD,NSE,MASTEK.NS,NSE:MASTEK,NSE_EQ|INE759A01021,,,100.0,1
MASTERTR,MASTER TRUST LIMITED,NSE,MASTERTR.NS,NSE:MASTERTR,NSE_EQ|INE677D01037,,,100.0,1
MATRIMONY,MATRIMONY.COM LIMITED,NSE,MATRIMONY.NS,NSE:MATRIMONY,NSE_EQ|INE866R01028,,,100.0,1
MAWANASUG,MAWANA SUGARS LIMITED,NSE,MAWANASUG.NS,NSE:MAWANASUG,NSE_EQ|INE636A01039,,,100.0,1
MAXESTATES,MAX ESTATES LIMITED,NSE,MAXESTATES.NS,NSE:MAXESTATES,NSE_EQ|INE03EI01018,,,100.0,1
MAXHEALTH,MAX HEALTHCARE INS LTD,NSE,MAXHEALTH.NS,NSE:MAXHEALTH,NSE_EQ|INE027H01010,,,100.0,1
MAXIND,MAX INDIA LIMITED,NSE,MAXIND.NS,NSE:MAXIND,NSE_EQ|INE0CG601016,,,100.0,1
MAYURUNIQ,MAYUR UNIQUOTERS LTD,NSE,MAYURUNIQ.NS,NSE:MAYURUNIQ,NSE_EQ|INE040D01038,,,100.0,1
MAZDA,MAZDA LIMITED,NSE,MAZDA.NS,NSE:MAZDA,NSE_EQ|INE885E01042,,,100.0,1
MAZDOCK,MAZAGON DOCK SHIPBUIL LTD,NSE,MAZDOCK.NS,NSE:MAZDOCK,NSE_EQ|INE249Z01020,,,100.0,1
MBAPL,MADHYA BHARAT AGRO P. LTD,NSE,MBAPL.NS,NSE:MBAPL,NSE_EQ|INE900L01010,,,100.0,1
MBEL,M AND B ENGINEERING LTD,NSE,MBEL.NS,NSE:MBEL,NSE_EQ|INE08N601015,,,100.0,1
MBLINFRA,MBL INFRASTRUCTURE LTD,NSE,MBLINFRA.NS,NSE:MBLINFRA,NSE_EQ|INE912H01013,,,100.0,1
MCCHRLS-B,MAC CHARLES (INDIA) LTD.,NSE,MCCHRLS-B.NS,NSE:MCCHRLS-B,NSE_EQ|INE435D01014,,,100.0,1
MCL,MADHAV COPPER LIMITED,NSE,MCL.NS,NSE:MCL,NSE_EQ|INE813V01022,,,100.0,1
MCLEODRUSS,MCLEOD RUSSEL INDIA LTD.,NSE,MCLEODRUSS.NS,NSE:MCLEODRUSS,NSE_EQ|INE942G01012,,,100.0,1
MCLOUD,MAGELLANIC CLOUD LIMITED,NSE,MCLOUD.NS,NSE:MCLOUD,NSE_EQ|INE613C01026,,,100.0,1
MCX,MULTI COMMODITY EXCHANGE,NSE,MCX.NS,NSE:MCX,NSE_EQ|INE745G01043,,,100.0,1
MEDANTA,GLOBAL HEALTH LIMITED,NSE,MEDANTA.NS,NSE:MEDANTA,NSE_EQ|INE474Q01031,,,100.0,1
MEDIASSIST,MEDI ASSIST HEALTH SER L,NSE,MEDIASSIST.NS,NSE:MEDIASSIST,NSE_EQ|INE456Z01021,,,100.0,1
MEDICAMEQ,MEDICAMEN BIOTECH LIMITED,NSE,MEDICAMEQ.NS,NSE:MEDICAMEQ,NSE_EQ|INE646B01010,,,100.0,1
MEDICO,MEDICO REMEDIES LIMITED,NSE,MEDICO.NS,NSE:MEDICO,NSE_EQ|INE630Y01024,,,100.0,1
MEDPLUS,MEDPLUS HEALTH SERV LTD,NSE,MEDPLUS.NS,NSE:MEDPLUS,NSE_EQ|INE804L01022,,,100.0,1
MEESHO,MEESHO LIMITED,NSE,MEESHO.NS,NSE:MEESHO,NSE_EQ|INE0VDM01015,,,100.0,1
MEGASTAR,MEGASTAR FOODS LIMITED,NSE,MEGASTAR.NS,NSE:MEGASTAR,NSE_EQ|INE00EM01016,,,100.0,1
MEIL,MANGAL ELECTRICAL IND L,NSE,MEIL.NS,NSE:MEIL,NSE_EQ|INE0PKD01011,,,100.0,1
MENNPIS,MENON PISTONS LTD.,NSE,MENNPIS.NS,NSE:MENNPIS,NSE_EQ|INE650G01029,,,100.0,1
MENONBE,MENON BEARINGS LIMITED,NSE,MENONBE.NS,NSE:MENONBE,NSE_EQ|INE071D01033,,,100.0,1
MERCANTILE,MERCANTILE VENTURES LTD.,NSE,MERCANTILE.NS,NSE:MERCANTILE,NSE_EQ|INE689O01013,,,100.0,1
METAL,MIRAEAMC - METAL,NSE,METAL.NS,NSE:METAL,NSE_EQ|INF769K01LY7,,,100.0,1
METALIETF,ICICIPRAMC - METALIETF,NSE,METALIETF.NS,NSE:METALIETF,NSE_EQ|INF109KC19W1,,,100.0,1
METROBRAND,METRO BRANDS LIMITED,NSE,METROBRAND.NS,NSE:METROBRAND,NSE_EQ|INE317I01021,,,100.0,1
METROGLOBL,METROGLOBAL LTD.,NSE,METROGLOBL.NS,NSE:METROGLOBL,NSE_EQ|INE085D01033,,,100.0,1
METROPOLIS,METROPOLIS HEALTHCARE LTD,NSE,METROPOLIS.NS,NSE:METROPOLIS,NSE_EQ|INE112L01020,,,100.0,1
MFML,MAHALAXMI FABRIC MILLS LT,NSE,MFML.NS,NSE:MFML,NSE_EQ|INE0US801024,,,100.0,1
MFSL,MAX FINANCIAL SERV LTD,NSE,MFSL.NS,NSE:MFSL,NSE_EQ|INE180A01020,,,100.0,1
MGEL,MANGALAM GLOBAL ENT LTD,NSE,MGEL.NS,NSE:MGEL,NSE_EQ|INE0APB01032,,,100.0,1
MGL,MAHANAGAR GAS LTD.,NSE,MGL.NS,NSE:MGL,NSE_EQ|INE002S01010,,,100.0,1
MHLXMIRU,MAHALAXMI RUBTECH LIMITED,NSE,MHLXMIRU.NS,NSE:MHLXMIRU,NSE_EQ|INE112D01035,,,100.0,1
MHRIL,MAHINDRA HOLIDAYS LTD,NSE,MHRIL.NS,NSE:MHRIL,NSE_EQ|INE998I01010,,,100.0,1
MICEL,MIC ELECTRONICS LTD,NSE,MICEL.NS,NSE:MICEL,NSE_EQ|INE287C01037,,,100.0,1
MID150,KOTAKMAMC - MID150,NSE,MID150.NS,NSE:MID150,NSE_EQ|INF174KA1VW2,,,100.0,1
MID150BEES,NIP IND ETF MIDCAP 150,NSE,MID150BEES.NS,NSE:MID150BEES,NSE_EQ|INF204KB1V68,,,100.0,1
MID150CASE,ZERODHAAMC - MID150CASE,NSE,MID150CASE.NS,NSE:MID150CASE,NSE_EQ|INF0R8F01059,,,100.0,1
MIDCAP,KOTAKMAMC - KOTAKMID50,NSE,MIDCAP.NS,NSE:MIDCAP,NSE_EQ|INF174KA1ZC5,,,100.0,1
MIDCAPADD,DSPAMC - MIDCAPADD,NSE,MIDCAPADD.NS,NSE:MIDCAPADD,NSE_EQ|INF740KA1WW5,,,100.0,1
MIDCAPBETA,UTIAMC-MIDCAPBETA,NSE,MIDCAPBETA.NS,NSE:MIDCAPBETA,NSE_EQ|INF789F1AYX9,,,100.0,1
MIDCAPETF,MIRAEAMC - MAM150ETF,NSE,MIDCAPETF.NS,NSE:MIDCAPETF,NSE_EQ|INF769K01IC9,,,100.0,1
MIDCAPIETF,ICICIPRAMC - ICICIM150,NSE,MIDCAPIETF.NS,NSE:MIDCAPIETF,NSE_EQ|INF109KC11W8,,,100.0,1
MIDHANI,MISHRA DHATU NIGAM LTD,NSE,MIDHANI.NS,NSE:MIDHANI,NSE_EQ|INE099Z01011,,,100.0,1
MIDQ50ADD,DSPAMC - DSPQ50ETF,NSE,MIDQ50ADD.NS,NSE:MIDQ50ADD,NSE_EQ|INF740KA1QL0,,,100.0,1
MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,NSE,MIDSELIETF.NS,NSE:MIDSELIETF,NSE_EQ|INF109KC10W0,,,100.0,1
MIDSMALL,MIRAEAMC - MIDSMALL,NSE,MIDSMALL.NS,NSE:MIDSMALL,NSE_EQ|INF769K01LJ8,,,100.0,1
MIDWESTLTD,MIDWEST LIMITED,NSE,MIDWESTLTD.NS,NSE:MIDWESTLTD,NSE_EQ|INE0XAD01024,,,100.0,1
MINDACORP,MINDA CORPORATION LTD,NSE,MINDACORP.NS,NSE:MINDACORP,NSE_EQ|INE842C01021,,,100.0,1
MINDTECK,MINDTECK (INDIA) LIMITED,NSE,MINDTECK.NS,NSE:MINDTECK,NSE_EQ|INE110B01017,,,100.0,1
MIRCELECTR,MIRCELECTR-DEPO,NSE,MIRCELECTR.NS,NSE:MIRCELECTR,NSE_EQ|INE831A01028,,,100.0,1
MIRZAINT,MIRZA INTERNATIONAL LIMIT,NSE,MIRZAINT.NS,NSE:MIRZAINT,NSE_EQ|INE771A01026,,,100.0,1
MITCON,MITCON CON & ENG SER LTD,NSE,MITCON.NS,NSE:MITCON,NSE_EQ|INE828O01033,,,100.0,1
MITTAL,MITTAL LIFE STYLE LIMITED,NSE,MITTAL.NS,NSE:MITTAL,NSE_EQ|INE997Y01027,,,100.0,1
MKPL,M K PROTEINS LIMITED,NSE,MKPL.NS,NSE:MKPL,NSE_EQ|INE964W01021,,,100.0,1
MMFL,MM FORGINGS LTD,NSE,MMFL.NS,NSE:MMFL,NSE_EQ|INE227C01017,,,100.0,1
MMP,MMP INDUSTRIES LIMITED,NSE,MMP.NS,NSE:MMP,NSE_EQ|INE511Y01018,,,100.0,1
MMTC,MMTC LIMITED,NSE,MMTC.NS,NSE:MMTC,NSE_EQ|INE123F01029,,,100.0,1
MMWL,MEDIA MATRIX WORLDWIDE L,NSE,MMWL.NS,NSE:MMWL,NSE_EQ|INE200D01020,,,100.0,1
MNC,KOTAKMAMC - KOTAKMNC,NSE,MNC.NS,NSE:MNC,NSE_EQ|INF174KA1JF2,,,100.0,1
MOALPHA50,MOTILALAMC - MOALPHA50,NSE,MOALPHA50.NS,NSE:MOALPHA50,NSE_EQ|INF247L01FR8,,,100.0,1
MOBANK10,MOTILALAMC - MOBANK10,NSE,MOBANK10.NS,NSE:MOBANK10,NSE_EQ|INF247L01GV8,,,100.0,1
MOBIKWIK,ONE MOBIKWIK SYSTEMS LTD,NSE,MOBIKWIK.NS,NSE:MOBIKWIK,NSE_EQ|INE0HLU01028,,,100.0,1
MOCAPITAL,MOTILALAMC - MOCAPITAL,NSE,MOCAPITAL.NS,NSE:MOCAPITAL,NSE_EQ|INF247L01EV3,,,100.0,1
MODEFENCE,MOTILALAMC - MODEFENCE,NSE,MODEFENCE.NS,NSE:MODEFENCE,NSE_EQ|INF247L01DJ0,,,100.0,1
MODINATUR,MODI NATURALS LIMITED,NSE,MODINATUR.NS,NSE:MODINATUR,NSE_EQ|INE537F01012,,,100.0,1
MODIRUBBER,MODI RUBBER LTD,NSE,MODIRUBBER.NS,NSE:MODIRUBBER,NSE_EQ|INE832A01018,,,100.0,1
MODIS,MODIS NAVNIRMAN LTD,NSE,MODIS.NS,NSE:MODIS,NSE_EQ|INE0L0L01012,,,100.0,1
MODISONLTD,MODISON LIMITED,NSE,MODISONLTD.NS,NSE:MODISONLTD,NSE_EQ|INE737D01021,,,100.0,1
MODTHREAD,MODERN THREADS INDIA LTD,NSE,MODTHREAD.NS,NSE:MODTHREAD,NSE_EQ|INE794W01014,,,100.0,1
MOENERGY,MOTILALAMC - MOENERGY,NSE,MOENERGY.NS,NSE:MOENERGY,NSE_EQ|INF247L01GH7,,,100.0,1
MOGOLD,MOTILALAMC - MOGOLD,NSE,MOGOLD.NS,NSE:MOGOLD,NSE_EQ|INF247L01FY4,,,100.0,1
MOGSEC,MOTILALAMC - G5,NSE,MOGSEC.NS,NSE:MOGSEC,NSE_EQ|INF247L01AK4,,,100.0,1
MOHEALTH,MOTILALAMC - MOHEALTH,NSE,MOHEALTH.NS,NSE:MOHEALTH,NSE_EQ|INF247L01BB1,,,100.0,1
MOHITIND,MOHIT INDUSTRIES LTD,NSE,MOHITIND.NS,NSE:MOHITIND,NSE_EQ|INE954E01012,,,100.0,1
MOIL,MOIL LIMITED,NSE,MOIL.NS,NSE:MOIL,NSE_EQ|INE490G01020,,,100.0,1
MOINFRA,MOTILALAMC - MOINFRA,NSE,MOINFRA.NS,NSE:MOINFRA,NSE_EQ|INF247L01FL1,,,100.0,1
MOIPO,MOTILALAMC - MOIPO,NSE,MOIPO.NS,NSE:MOIPO,NSE_EQ|INF247L01GI5,,,100.0,1
MOKSH,MOKSH ORNAMENTS LIMITED,NSE,MOKSH.NS,NSE:MOKSH,NSE_EQ|INE514Y01020,,,100.0,1
MOL,MEGHMANI ORGANICS LIMITED,NSE,MOL.NS,NSE:MOL,NSE_EQ|INE0CT101020,,,100.0,1
MOLDTECH,MOLD-TEK TECHNOLOGIES LTD,NSE,MOLDTECH.NS,NSE:MOLDTECH,NSE_EQ|INE835B01035,,,100.0,1
MOLDTKPAC,MOLD-TEK PACKAGING LTD,NSE,MOLDTKPAC.NS,NSE:MOLDTKPAC,NSE_EQ|INE893J01029,,,100.0,1
MOLOWVOL,MOTILALAMC - MOLOWVOL,NSE,MOLOWVOL.NS,NSE:MOLOWVOL,NSE_EQ|INF247L01BL0,,,100.0,1
MOM100,MOTILAL OS MIDCAP100 ETF,NSE,MOM100.NS,NSE:MOM100,NSE_EQ|INF247L01023,,,100.0,1
MOM30IETF,ICICIPRAMC - ICICIMOM30,NSE,MOM30IETF.NS,NSE:MOM30IETF,NSE_EQ|INF109KC17C7,,,100.0,1
MOM50,MOTILAL OSWAL M50 ETF,NSE,MOM50.NS,NSE:MOM50,NSE_EQ|INF247L01536,,,100.0,1
MOMENTUM,BIRLASLAMC - MOMENTUM,NSE,MOMENTUM.NS,NSE:MOMENTUM,NSE_EQ|INF209KB14K7,,,100.0,1
MOMENTUM30,KOTAKMAMC - MOMENTUM30,NSE,MOMENTUM30.NS,NSE:MOMENTUM30,NSE_EQ|INF174KA1XS6,,,100.0,1
MOMENTUM50,MOTILALAMC - MOMENTUM50,NSE,MOMENTUM50.NS,NSE:MOMENTUM50,NSE_EQ|INF247L01DK8,,,100.0,1
MOMGF,MOTILALAMC - MOMGF,NSE,MOMGF.NS,NSE:MOMGF,NSE_EQ|INF247L01FK3,,,100.0,1
MOMIDMTM,MOTILALAMC - MOMIDMTM,NSE,MOMIDMTM.NS,NSE:MOMIDMTM,NSE_EQ|INF247L01FQ0,,,100.0,1
MOMNC,MOTILALAMC - MOMNC,NSE,MOMNC.NS,NSE:MOMNC,NSE_EQ|INF247L01GK1,,,100.0,1
MOMOMENTUM,MOTILALAMC - MOMOMENTUM,NSE,MOMOMENTUM.NS,NSE:MOMOMENTUM,NSE_EQ|INF247L01BK2,,,100.0,1
MON100,MOTILAL OS NASDAQ100 ETF,NSE,MON100.NS,NSE:MON100,NSE_EQ|INF247L01AP3,,,100.0,1
MON50EQUAL,MOTILALAMC - MON50EQUAL,NSE,MON50EQUAL.NS,NSE:MON50EQUAL,NSE_EQ|INF247L01FC0,,,100.0,1
MONARCH,MONARCH NETWORTH CAP LTD,NSE,MONARCH.NS,NSE:MONARCH,NSE_EQ|INE903D01011,,,100.0,1
MONEXT50,MOTILALAMC - MONEXT50,NSE,MONEXT50.NS,NSE:MONEXT50,NSE_EQ|INF247L01FD8,,,100.0,1
MONEYBOXX,MONEYBOXX FINANCE LIMITED,NSE,MONEYBOXX.NS,NSE:MONEYBOXX,NSE_EQ|INE296Q01012,,,100.0,1
MONIFTY100,MOTILALAMC - MONIFTY100,NSE,MONIFTY100.NS,NSE:MONIFTY100,NSE_EQ|INF247L01GG9,,,100.0,1
MONIFTY500,MOTILALAMC - MONIFTY500,NSE,MONIFTY500.NS,NSE:MONIFTY500,NSE_EQ|INF247L01BU1,,,100.0,1
MONQ50,MOTILALAMC - MONQ50,NSE,MONQ50.NS,NSE:MONQ50,NSE_EQ|INF247L01AU3,,,100.0,1
MONTECARLO,MONTE CARLO FASHIONS LTD.,NSE,MONTECARLO.NS,NSE:MONTECARLO,NSE_EQ|INE950M01013,,,100.0,1
MOPSE,MOTILALAMC - MOPSE,NSE,MOPSE.NS,NSE:MOPSE,NSE_EQ|INF247L01FO5,,,100.0,1
MOQUALITY,MOTILALAMC - MOQUALITY,NSE,MOQUALITY.NS,NSE:MOQUALITY,NSE_EQ|INF247L01BH8,,,100.0,1
MOREALTY,MOTILALAMC - MOREALTY,NSE,MOREALTY.NS,NSE:MOREALTY,NSE_EQ|INF247L01CI4,,,100.0,1
MOREPENLAB,MOREPEN LAB. LTD,NSE,MOREPENLAB.NS,NSE:MOREPENLAB,NSE_EQ|INE083A01026,,,100.0,1
MOSCHIP,MOSCHIP TECHNOLOGIES LTD,NSE,MOSCHIP.NS,NSE:MOSCHIP,NSE_EQ|INE935B01025,,,100.0,1
MOSERVICE,MOTILALAMC - MOSERVICE,NSE,MOSERVICE.NS,NSE:MOSERVICE,NSE_EQ|INF247L01GJ3,,,100.0,1
MOSILVER,MOTILALAMC - MOSILVER,NSE,MOSILVER.NS,NSE:MOSILVER,NSE_EQ|INF247L01FZ1,,,100.0,1
MOSMALL250,MOTILALAMC - MOSMALL250,NSE,MOSMALL250.NS,NSE:MOSMALL250,NSE_EQ|INF247L01CH6,,,100.0,1
MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,NSE,MOTHERSON.NS,NSE:MOTHERSON,NSE_EQ|INE775A01035,,,100.0,1
MOTILALOFS,MOTILAL OSWAL FIN LTD,NSE,MOTILALOFS.NS,NSE:MOTILALOFS,NSE_EQ|INE338I01027,,,100.0,1
MOTISONS,MOTISONS JEWELLERS LTD,NSE,MOTISONS.NS,NSE:MOTISONS,NSE_EQ|INE0FRK01020,,,100.0,1
MOTOGENFIN,MOTOR & GENERAL FINANCE L,NSE,MOTOGENFIN.NS,NSE:MOTOGENFIN,NSE_EQ|INE861B01023,,,100.0,1
