symbol,name,exchange,yahoo_symbol,kite_symbol,upstox_instrument_key,sector,industry,base_price,enabled
MOTOUR,MOTILALAMC - MOTOUR,NSE,MOTOUR.NS,NSE:MOTOUR,NSE_EQ|INF247L01FP2,,,100.0,1
MOVALUE,MOTILALAMC - MOVALUE,NSE,MOVALUE.NS,NSE:MOVALUE,NSE_EQ|INF247L01BE5,,,100.0,1
MPHASIS,MPHASIS LIMITED,NSE,MPHASIS.NS,NSE:MPHASIS,NSE_EQ|INE356A01018,,,100.0,1
MPSLTD,MPS LIMITED,NSE,MPSLTD.NS,NSE:MPSLTD,NSE_EQ|INE943D01017,,,100.0,1
MRF,MRF LTD,NSE,MRF.NS,NSE:MRF,NSE_EQ|INE883A01011,,,100.0,1
MRPL,MRPL,NSE,MRPL.NS,NSE:MRPL,NSE_EQ|INE103A01014,,,100.0,1
MSCIADD,DSPAMC - MSCIADD,NSE,MSCIADD.NS,NSE:MSCIADD,NSE_EQ|INF740KA1WV7,,,100.0,1
MSCIINDIA,KOTAKMAMC - MSCIINDIA,NSE,MSCIINDIA.NS,NSE:MSCIINDIA,NSE_EQ|INF174KA1VD2,,,100.0,1
MSPL,MSP STEEL & POWER LTD.,NSE,MSPL.NS,NSE:MSPL,NSE_EQ|INE752G01015,,,100.0,1
MSTCLTD,MSTC LIMITED,NSE,MSTCLTD.NS,NSE:MSTCLTD,NSE_EQ|INE255X01014,,,100.0,1
MSUMI,MOTHERSON SUMI WRNG IND L,NSE,MSUMI.NS,NSE:MSUMI,NSE_EQ|INE0FS801015,,,100.0,1
MTARTECH,MTAR TECHNOLOGIES LIMITED,NSE,MTARTECH.NS,NSE:MTARTECH,NSE_EQ|INE864I01014,,,100.0,1
MTEDUCARE,MT EDUCARE LTD,NSE,MTEDUCARE.NS,NSE:MTEDUCARE,NSE_EQ|INE472M01018,,,100.0,1
MTNL,MAHANAGAR TELEPHONE NIGAM,NSE,MTNL.NS,NSE:MTNL,NSE_EQ|INE153A01019,,,100.0,1
MUFIN,MUFIN GREEN FINANCE LTD,NSE,MUFIN.NS,NSE:MUFIN,NSE_EQ|INE08KJ01020,,,100.0,1
MUFTI,CREDO BRANDS MARKETING L,NSE,MUFTI.NS,NSE:MUFTI,NSE_EQ|INE220Q01020,,,100.0,1
MUKANDLTD,MUKAND LTD.,NSE,MUKANDLTD.NS,NSE:MUKANDLTD,NSE_EQ|INE304A01026,,,100.0,1
MUKKA,MUKKA PROTEINS LIMITED,NSE,MUKKA.NS,NSE:MUKKA,NSE_EQ|INE0CG401037,,,100.0,1
MUKTAARTS,MUKTA ARTS LIMITED,NSE,MUKTAARTS.NS,NSE:MUKTAARTS,NSE_EQ|INE374B01019,,,100.0,1
MULTICAP,MIRAEAMC - MULTICAP,NSE,MULTICAP.NS,NSE:MULTICAP,NSE_EQ|INF769K01LX9,,,100.0,1
MUNJALAU,MUNJAL AUTO IND. LTD.,NSE,MUNJALAU.NS,NSE:MUNJALAU,NSE_EQ|INE672B01032,,,100.0,1
MUNJALSHOW,MUNJAL SHOWA LTD,NSE,MUNJALSHOW.NS,NSE:MUNJALSHOW,NSE_EQ|INE577A01027,,,100.0,1
MURUDCERA,MURUDESHWAR CERAMICS LTD,NSE,MURUDCERA.NS,NSE:MURUDCERA,NSE_EQ|INE692B01014,,,100.0,1
MUTHOOTCAP,MUTHOOT CAP SERV LTD,NSE,MUTHOOTCAP.NS,NSE:MUTHOOTCAP,NSE_EQ|INE296G01013,,,100.0,1
MUTHOOTFIN,MUTHOOT FINANCE LIMITED,NSE,MUTHOOTFIN.NS,NSE:MUTHOOTFIN,NSE_EQ|INE414G01012,,,100.0,1
MUTHOOTMF,MUTHOOT MICROFIN LIMITED,NSE,MUTHOOTMF.NS,NSE:MUTHOOTMF,NSE_EQ|INE046W01019,,,100.0,1
MVGJL,MANOJ VAIBHAV GEM N JEW L,NSE,MVGJL.NS,NSE:MVGJL,NSE_EQ|INE0KNT01012,,,100.0,1
MWL,MANGALAM WORLDWIDE LTD,NSE,MWL.NS,NSE:MWL,NSE_EQ|INE0JYY01011,,,100.0,1
NACLIND,NACL INDUSTRIES LIMITED,NSE,NACLIND.NS,NSE:NACLIND,NSE_EQ|INE295D01020,,,100.0,1
NAGREEKCAP,NAGREEKA CAP & INFR.LTD,NSE,NAGREEKCAP.NS,NSE:NAGREEKCAP,NSE_EQ|INE245I01016,,,100.0,1
NAGREEKEXP,NAGREEKA EXPORTS LTD.,NSE,NAGREEKEXP.NS,NSE:NAGREEKEXP,NSE_EQ|INE123B01028,,,100.0,1
NAHARCAP,NAHAR CAP & FIN.,NSE,NAHARCAP.NS,NSE:NAHARCAP,NSE_EQ|INE049I01012,,,100.0,1
NAHARINDUS,NAHAR INDS ENT LTD,NSE,NAHARINDUS.NS,NSE:NAHARINDUS,NSE_EQ|INE289A01011,,,100.0,1
NAHARPOLY,NAHAR POLY FILMS LIMITED,NSE,NAHARPOLY.NS,NSE:NAHARPOLY,NSE_EQ|INE308A01027,,,100.0,1
NAHARSPING,NAHAR SPINNING MILLS LTD.,NSE,NAHARSPING.NS,NSE:NAHARSPING,NSE_EQ|INE290A01027,,,100.0,1
NAM-INDIA,NIPPON L I A M LTD,NSE,NAM-INDIA.NS,NSE:NAM-INDIA,NSE_EQ|INE298J01013,,,100.0,1
NARMADA,NARMADA AGROBASE LIMITED,NSE,NARMADA.NS,NSE:NARMADA,NSE_EQ|INE117Z01011,,,100.0,1
NATCAPSUQ,NATURAL CAPSULES LIMITED,NSE,NATCAPSUQ.NS,NSE:NATCAPSUQ,NSE_EQ|INE936B01015,,,100.0,1
NATCOPHARM,NATCO PHARMA LTD.,NSE,NATCOPHARM.NS,NSE:NATCOPHARM,NSE_EQ|INE987B01026,,,100.0,1
NATHBIOGEN,NATH BIO-GENES (I) LTD,NSE,NATHBIOGEN.NS,NSE:NATHBIOGEN,NSE_EQ|INE448G01010,,,100.0,1
NATIONALUM,NATIONAL ALUMINIUM CO LTD,NSE,NATIONALUM.NS,NSE:NATIONALUM,NSE_EQ|INE139A01034,,,100.0,1
NATIONSTD,NATIONAL STAND (INDIA) L,NSE,NATIONSTD.NS,NSE:NATIONSTD,NSE_EQ|INE166R01015,,,100.0,1
NAUKRI,INFO EDGE (I) LTD,NSE,NAUKRI.NS,NSE:NAUKRI,NSE_EQ|INE663F01032,,,100.0,1
NAVA,NAVA LIMITED,NSE,NAVA.NS,NSE:NAVA,NSE_EQ|INE725A01030,,,100.0,1
NAVINFLUOR,NAVIN FLUORINE INT. LTD,NSE,NAVINFLUOR.NS,NSE:NAVINFLUOR,NSE_EQ|INE048G01026,,,100.0,1
NAVKARCORP,NAVKAR CORPORATION LTD.,NSE,NAVKARCORP.NS,NSE:NAVKARCORP,NSE_EQ|INE278M01019,,,100.0,1
NAVKARURB,NAVKAR URBANSTRUCTURE LTD,NSE,NAVKARURB.NS,NSE:NAVKARURB,NSE_EQ|INE268H01044,,,100.0,1
NAVNETEDUL,NAVNEET EDUCATION LTD,NSE,NAVNETEDUL.NS,NSE:NAVNETEDUL,NSE_EQ|INE060A01024,,,100.0,1
NAZARA,NAZARA TECHNOLOGIES LTD,NSE,NAZARA.NS,NSE:NAZARA,NSE_EQ|INE418L01047,,,100.0,1
NBCC,NBCC (INDIA) LIMITED,NSE,NBCC.NS,NSE:NBCC,NSE_EQ|INE095N01031,,,100.0,1
NBIFIN,N.B.I. IND. FIN. CO. LTD,NSE,NBIFIN.NS,NSE:NBIFIN,NSE_EQ|INE365I01020,,,100.0,1
NCC,NCC LIMITED,NSE,NCC.NS,NSE:NCC,NSE_EQ|INE868B01028,,,100.0,1
NCLIND,NCL INDUSTRIES LIMITED,NSE,NCLIND.NS,NSE:NCLIND,NSE_EQ|INE732C01016,,,100.0,1
NDGL,NAGA DHUNSERI GROUP LTD,NSE,NDGL.NS,NSE:NDGL,NSE_EQ|INE756C01015,,,100.0,1
NDL,NANDAN DENIM LIMITED,NSE,NDL.NS,NSE:NDL,NSE_EQ|INE875G01048,,,100.0,1
NDLVENTURE,NDL VENTURES LIMITED,NSE,NDLVENTURE.NS,NSE:NDLVENTURE,NSE_EQ|INE353A01023,,,100.0,1
NDRAUTO,NDR AUTO COMPONENTS LTD,NSE,NDRAUTO.NS,NSE:NDRAUTO,NSE_EQ|INE07OG01012,,,100.0,1
NDTV,NDTV LTD,NSE,NDTV.NS,NSE:NDTV,NSE_EQ|INE155G01029,,,100.0,1
NEAGI,NEELAMALAI AGRO INDS. L,NSE,NEAGI.NS,NSE:NEAGI,NSE_EQ|INE605D01012,,,100.0,1
NECCLTD,NORTH EAST CARRY CORP LTD,NSE,NECCLTD.NS,NSE:NECCLTD,NSE_EQ|INE553C01016,,,100.0,1
NECLIFE,NECTAR LIFESCIENCES LTD.,NSE,NECLIFE.NS,NSE:NECLIFE,NSE_EQ|INE023H01027,,,100.0,1
NELCAST,NELCAST LIMITED,NSE,NELCAST.NS,NSE:NELCAST,NSE_EQ|INE189I01024,,,100.0,1
NELCO,NELCO LTD,NSE,NELCO.NS,NSE:NELCO,NSE_EQ|INE045B01015,,,100.0,1
NEOGEN,NEOGEN CHEMICALS LIMITED,NSE,NEOGEN.NS,NSE:NEOGEN,NSE_EQ|INE136S01016,,,100.0,1
NEPHROPLUS,NEPHROCARE HEALTH SERV L,NSE,NEPHROPLUS.NS,NSE:NEPHROPLUS,NSE_EQ|INE428V01029,,,100.0,1
NESCO,NESCO LTD.,NSE,NESCO.NS,NSE:NESCO,NSE_EQ|INE317F01035,,,100.0,1
NESTLEIND,NESTLE INDIA LIMITED,NSE,NESTLEIND.NS,NSE:NESTLEIND,NSE_EQ|INE239A01024,,,100.0,1
NETF,TATAAML - NETF,NSE,NETF.NS,NSE:NETF,NSE_EQ|INF277K015R5,,,100.0,1
NETWEB,NETWEB TECH INDIA LTD,NSE,NETWEB.NS,NSE:NETWEB,NSE_EQ|INE0NT901020,,,100.0,1
NETWORK18,NETWORK18 MEDIA & INV LTD,NSE,NETWORK18.NS,NSE:NETWORK18,NSE_EQ|INE870H01013,,,100.0,1
NEULANDLAB,NEULAND LAB LTD.,NSE,NEULANDLAB.NS,NSE:NEULANDLAB,NSE_EQ|INE794A01010,,,100.0,1
NEWGEN,NEWGEN SOFTWARE TECH LTD,NSE,NEWGEN.NS,NSE:NEWGEN,NSE_EQ|INE619B01017,,,100.0,1
NEXT30ADD,DSPAMC - NEXT30ADD,NSE,NEXT30ADD.NS,NSE:NEXT30ADD,NSE_EQ|INF740KA1VE5,,,100.0,1
NEXT50,MIRAEAMC - MANXT50,NSE,NEXT50.NS,NSE:NEXT50,NSE_EQ|INF769K01FN2,,,100.0,1
NEXT50ADD,DSPAMC - NEXT50ADD,NSE,NEXT50ADD.NS,NSE:NEXT50ADD,NSE_EQ|INF740KA1XU7,,,100.0,1
NEXT50BETA,UTIAMC-NEXT50BETA,NSE,NEXT50BETA.NS,NSE:NEXT50BETA,NSE_EQ|INF789F1AUW9,,,100.0,1
NEXT50ETF,KOTAKMAMC - NEXT50ETF,NSE,NEXT50ETF.NS,NSE:NEXT50ETF,NSE_EQ|INF174KA1YO3,,,100.0,1
NEXT50IETF,ICICIPRAMC - ICICINXT50,NSE,NEXT50IETF.NS,NSE:NEXT50IETF,NSE_EQ|INF109KC1NS5,,,100.0,1
NEXTMEDIA,NEXT MEDIAWORKS LIMITED,NSE,NEXTMEDIA.NS,NSE:NEXTMEDIA,NSE_EQ|INE747B01016,,,100.0,1
NFL,NATIONAL FERT. LTD,NSE,NFL.NS,NSE:NFL,NSE_EQ|INE870D01012,,,100.0,1
NGIL,NAKODA GROUP OF IND. LTD,NSE,NGIL.NS,NSE:NGIL,NSE_EQ|INE236Y01012,,,100.0,1
NGLFINE,NGL FINE CHEM LIMITED,NSE,NGLFINE.NS,NSE:NGLFINE,NSE_EQ|INE887E01022,,,100.0,1
NH,NARAYANA HRUDAYALAYA LTD.,NSE,NH.NS,NSE:NH,NSE_EQ|INE410P01011,,,100.0,1
NHPC,NHPC LTD,NSE,NHPC.NS,NSE:NHPC,NSE_EQ|INE848E01016,,,100.0,1
NIACL,THE NEW INDIA ASSU CO LTD,NSE,NIACL.NS,NSE:NIACL,NSE_EQ|INE470Y01017,,,100.0,1
NIBE,NIBE LIMITED,NSE,NIBE.NS,NSE:NIBE,NSE_EQ|INE149O01018,,,100.0,1
NIBL,NRB INDUS. BEARINGS LTD.,NSE,NIBL.NS,NSE:NIBL,NSE_EQ|INE047O01014,,,100.0,1
NIF100BEES,NIP IND ETF NIFTY 100,NSE,NIF100BEES.NS,NSE:NIF100BEES,NSE_EQ|INF204K014N5,,,100.0,1
NIF100IETF,ICICI PRUD NIFTY 100 ETF,NSE,NIF100IETF.NS,NSE:NIF100IETF,NSE_EQ|INF109KC16V9,,,100.0,1
NIFTY1,KOTAK NIFTY ETF,NSE,NIFTY1.NS,NSE:NIFTY1,NSE_EQ|INF174K014P6,,,100.0,1
NIFTY100EW,KOTAKMAMC - NIFTY100EW,NSE,NIFTY100EW.NS,NSE:NIFTY100EW,NSE_EQ|INF174KA1UW4,,,100.0,1
NIFTYADD,DSPAMC - DSPNIFTY,NSE,NIFTYADD.NS,NSE:NIFTYADD,NSE_EQ|INF740KA1CL0,,,100.0,1
NIFTYBEES,NIP IND ETF NIFTY BEES,NSE,NIFTYBEES.NS,NSE:NIFTYBEES,NSE_EQ|INF204KB14I2,,,100.0,1
NIFTYBETA,UTIAMC-NIFTYBETA,NSE,NIFTYBETA.NS,NSE:NIFTYBETA,NSE_EQ|INF789F1AZC0,,,100.0,1
NIFTYBETF,BFAM - NIFTYBETF,NSE,NIFTYBETF.NS,NSE:NIFTYBETF,NSE_EQ|INF0QA701722,,,100.0,1
NIFTYCASE,ZERODHAAMC - NIFTYCASE,NSE,NIFTYCASE.NS,NSE:NIFTYCASE,NSE_EQ|INF0R8F01166,,,100.0,1
NIFTYETF,MIRAEAMC - MAN50ETF,NSE,NIFTYETF.NS,NSE:NIFTYETF,NSE_EQ|INF769K01EG9,,,100.0,1
NIFTYIETF,ICICI PRUD NIFTY ETF,NSE,NIFTYIETF.NS,NSE:NIFTYIETF,NSE_EQ|INF109K012R6,,,100.0,1
NIFTYQLITY,BIRLASLAMC - NIFTYQLITY,NSE,NIFTYQLITY.NS,NSE:NIFTYQLITY,NSE_EQ|INF209KB15K4,,,100.0,1
NIITLTD,NIIT LIMITED,NSE,NIITLTD.NS,NSE:NIITLTD,NSE_EQ|INE161A01038,,,100.0,1
NIITMTS,NIIT LEARNING SYSTEMS LTD,NSE,NIITMTS.NS,NSE:NIITMTS,NSE_EQ|INE342G01023,,,100.0,1
NILAINFRA,NILA INFRASTRUCTURES LTD,NSE,NILAINFRA.NS,NSE:NILAINFRA,NSE_EQ|INE937C01029,,,100.0,1
NILASPACES,NILA SPACES LIMITED,NSE,NILASPACES.NS,NSE:NILASPACES,NSE_EQ|INE00S901012,,,100.0,1
NILE,NILE LTD.,NSE,NILE.NS,NSE:NILE,NSE_EQ|INE445D01013,,,100.0,1
NILKAMAL,NILKAMAL LIMITED,NSE,NILKAMAL.NS,NSE:NILKAMAL,NSE_EQ|INE310A01015,,,100.0,1
NIMBSPROJ,NIMBUS PROJECTS LIMITED,NSE,NIMBSPROJ.NS,NSE:NIMBSPROJ,NSE_EQ|INE875B01015,,,100.0,1
NINSYS,NINTEC SYSTEMS LIMITED,NSE,NINSYS.NS,NSE:NINSYS,NSE_EQ|INE395U01014,,,100.0,1
NIPPOBATRY,INDO-NATIONAL LIMITED,NSE,NIPPOBATRY.NS,NSE:NIPPOBATRY,NSE_EQ|INE567A01028,,,100.0,1
NIRAJ,NIRAJ CEMENT STRUC LTD,NSE,NIRAJ.NS,NSE:NIRAJ,NSE_EQ|INE368I01016,,,100.0,1
NIRAJISPAT,NIRAJ ISPAT IND LTD,NSE,NIRAJISPAT.NS,NSE:NIRAJISPAT,NSE_EQ|INE326T01011,,,100.0,1
NIRLON,NIRLON LTD,NSE,NIRLON.NS,NSE:NIRLON,NSE_EQ|INE910A01012,,,100.0,1
NITCO,NITCO LIMITED,NSE,NITCO.NS,NSE:NITCO,NSE_EQ|INE858F01012,,,100.0,1
NITINSPIN,NITIN SPINNERS LIMITED,NSE,NITINSPIN.NS,NSE:NITINSPIN,NSE_EQ|INE229H01012,,,100.0,1
NITIRAJ,NITIRAJ ENGINEERS LTD,NSE,NITIRAJ.NS,NSE:NITIRAJ,NSE_EQ|INE439T01012,,,100.0,1
NITTAGELA,NITTA GELATIN INDIA LTD.,NSE,NITTAGELA.NS,NSE:NITTAGELA,NSE_EQ|INE265B01019,,,100.0,1
NIVABUPA,NIVA BUPA HEALTH INS CO L,NSE,NIVABUPA.NS,NSE:NIVABUPA,NSE_EQ|INE995S01015,,,100.0,1
NKIND,NK INDUSTRIES LTD,NSE,NKIND.NS,NSE:NKIND,NSE_EQ|INE542C01019,,,100.0,1
NLCINDIA,NLC INDIA LIMITED,NSE,NLCINDIA.NS,NSE:NLCINDIA,NSE_EQ|INE589A01014,,,100.0,1
NMDC,NMDC LTD.,NSE,NMDC.NS,NSE:NMDC,NSE_EQ|INE584A01023,,,100.0,1
NOCIL,NOCIL LIMITED,NSE,NOCIL.NS,NSE:NOCIL,NSE_EQ|INE163A01018,,,100.0,1
NOIDATOLL,NOIDA TOLL BRIDGE CO LTD,NSE,NOIDATOLL.NS,NSE:NOIDATOLL,NSE_EQ|INE781B01015,,,100.0,1
NORBTEAEXP,NORBEN TEA & EXPORTS LTD,NSE,NORBTEAEXP.NS,NSE:NORBTEAEXP,NSE_EQ|INE369C01017,,,100.0,1
NORTHARC,NORTHERN ARC CAPITAL LTD,NSE,NORTHARC.NS,NSE:NORTHARC,NSE_EQ|INE850M01015,,,100.0,1
NOVAAGRI,NOVA AGRITECH LIMITED,NSE,NOVAAGRI.NS,NSE:NOVAAGRI,NSE_EQ|INE02H701025,,,100.0,1
NOVARTIND,NOVARTIS INDIA LIMITED,NSE,NOVARTIND.NS,NSE:NOVARTIND,NSE_EQ|INE234A01025,,,100.0,1
NPBET,TATAAML - NPBET,NSE,NPBET.NS,NSE:NPBET,NSE_EQ|INF277K010X4,,,100.0,1
NPST,NETWORK PEOPLE SRV TECH L,NSE,NPST.NS,NSE:NPST,NSE_EQ|INE0FFK01017,,,100.0,1
NRAIL,N R AGARWAL INDS LTD,NSE,NRAIL.NS,NSE:NRAIL,NSE_EQ|INE740D01017,,,100.0,1
NRBBEARING,NRB BEARING LIMITED,NSE,NRBBEARING.NS,NSE:NRBBEARING,NSE_EQ|INE349A01021,,,100.0,1
NRL,NUPUR RECYCLERS LIMITED,NSE,NRL.NS,NSE:NRL,NSE_EQ|INE0JM501013,,,100.0,1
NSIL,NALWA SONS INVESTMENT LTD,NSE,NSIL.NS,NSE:NSIL,NSE_EQ|INE023A01030,,,100.0,1
NSLNISP,NMDC STEEL LIMITED,NSE,NSLNISP.NS,NSE:NSLNISP,NSE_EQ|INE0NNS01018,,,100.0,1
NTPC,NTPC LTD,NSE,NTPC.NS,NSE:NTPC,NSE_EQ|INE733E01010,,,100.0,1
NTPCGREEN,NTPC GREEN ENERGY LIMITED,NSE,NTPCGREEN.NS,NSE:NTPCGREEN,NSE_EQ|INE0ONG01011,,,100.0,1
NUCLEUS,NUCLEUS SOFTWARE EXPORTS,NSE,NUCLEUS.NS,NSE:NUCLEUS,NSE_EQ|INE096B01018,,,100.0,1
NURECA,NURECA LIMITED,NSE,NURECA.NS,NSE:NURECA,NSE_EQ|INE0DSF01015,,,100.0,1
NUVAMA,NUVAMA WEALTH MANAGE LTD,NSE,NUVAMA.NS,NSE:NUVAMA,NSE_EQ|INE531F01023,,,100.0,1
NUVOCO,NUVOCO VISTAS CORP LTD,NSE,NUVOCO.NS,NSE:NUVOCO,NSE_EQ|INE118D01016,,,100.0,1
NV20,KOTAKMAMC - KTKNV20ETF,NSE,NV20.NS,NSE:NV20,NSE_EQ|INF174KA1ZE1,,,100.0,1
NV20BEES,NIP IND ETF ETF NV20,NSE,NV20BEES.NS,NSE:NV20BEES,NSE_EQ|INF204KB18I3,,,100.0,1
NV20IETF,ICICI PRUDENTIAL NV20 ETF,NSE,NV20IETF.NS,NSE:NV20IETF,NSE_EQ|INF109KC11V0,,,100.0,1
NYKAA,FSN E COMMERCE VENTURES,NSE,NYKAA.NS,NSE:NYKAA,NSE_EQ|INE388Y01029,,,100.0,1
OAL,ORIENTAL AROMATICS LTD,NSE,OAL.NS,NSE:OAL,NSE_EQ|INE959C01023,,,100.0,1
OBCL,ORISSA BENGAL CARRIER LTD,NSE,OBCL.NS,NSE:OBCL,NSE_EQ|INE426Z01016,,,100.0,1
OBEROIRLTY,OBEROI REALTY LIMITED,NSE,OBEROIRLTY.NS,NSE:OBEROIRLTY,NSE_EQ|INE093I01010,,,100.0,1
OCCLLTD,OCCL LIMITED,NSE,OCCLLTD.NS,NSE:OCCLLTD,NSE_EQ|INE0PK601023,,,100.0,1
ODIGMA,ODIGMA CONSULTANCY SOL L,NSE,ODIGMA.NS,NSE:ODIGMA,NSE_EQ|INE054301028,,,100.0,1
OFSS,ORACLE FIN SERV SOFT LTD.,NSE,OFSS.NS,NSE:OFSS,NSE_EQ|INE881D01027,,,100.0,1
OIL,OIL INDIA LTD,NSE,OIL.NS,NSE:OIL,NSE_EQ|INE274J01014,,,100.0,1
OILCOUNTUB,OIL COUNTRY TUBULAR LTD.,NSE,OILCOUNTUB.NS,NSE:OILCOUNTUB,NSE_EQ|INE591A01010,,,100.0,1
OILIETF,ICICIPRAMC - OILIETF,NSE,OILIETF.NS,NSE:OILIETF,NSE_EQ|INF109KC18W3,,,100.0,1
OLAELEC,OLA ELECTRIC MOBILITY LTD,NSE,OLAELEC.NS,NSE:OLAELEC,NSE_EQ|INE0LXG01040,,,100.0,1
OLECTRA,OLECTRA GREENTECH LIMITED,NSE,OLECTRA.NS,NSE:OLECTRA,NSE_EQ|INE260D01016,,,100.0,1
OMAXAUTO,OMAX AUTOS LTD,NSE,OMAXAUTO.NS,NSE:OMAXAUTO,NSE_EQ|INE090B01011,,,100.0,1
OMAXE,OMAXE LIMITED,NSE,OMAXE.NS,NSE:OMAXE,NSE_EQ|INE800H01010,,,100.0,1
OMFREIGHT,OM FREIGHT FORWARDERS LTD,NSE,OMFREIGHT.NS,NSE:OMFREIGHT,NSE_EQ|INE1BZC01019,,,100.0,1
OMINFRAL,OM INFRA LIMITED,NSE,OMINFRAL.NS,NSE:OMINFRAL,NSE_EQ|INE239D01028,,,100.0,1
OMNI,OMNITECH ENGINEERING LTD,NSE,OMNI.NS,NSE:OMNI,NSE_EQ|INE0UH301010,,,100.0,1
OMPOWER,OM POWER TRANSMISSION LTD,NSE,OMPOWER.NS,NSE:OMPOWER,NSE_EQ|INE25E901019,,,100.0,1
ONELIFECAP,ONELIFE CAP ADVISORS LTD,NSE,ONELIFECAP.NS,NSE:ONELIFECAP,NSE_EQ|INE912L01015,,,100.0,1
ONEPOINT,ONE POINT ONE SOL LTD,NSE,ONEPOINT.NS,NSE:ONEPOINT,NSE_EQ|INE840Y01029,,,100.0,1
ONESOURCE,ONESOURCE SPECL PHARMA L,NSE,ONESOURCE.NS,NSE:ONESOURCE,NSE_EQ|INE013P01021,,,100.0,1
ONGC,OIL AND NATURAL GAS CORP.,NSE,ONGC.NS,NSE:ONGC,NSE_EQ|INE213A01029,,,100.0,1
ONMOBILE,ONMOBILE GLOBAL LTD.,NSE,ONMOBILE.NS,NSE:ONMOBILE,NSE_EQ|INE809I01019,,,100.0,1
ONWARDTEC,ONWARD TECHNOLOGIES LTD,NSE,ONWARDTEC.NS,NSE:ONWARDTEC,NSE_EQ|INE229A01017,,,100.0,1
OPTIEMUS,OPTIEMUS INFRACOM LTD,NSE,OPTIEMUS.NS,NSE:OPTIEMUS,NSE_EQ|INE350C01017,,,100.0,1
ORBTEXP,ORBIT EXPORTS LIMITED,NSE,ORBTEXP.NS,NSE:ORBTEXP,NSE_EQ|INE231G01010,,,100.0,1
ORCHASP,ORCHASP LIMITED,NSE,ORCHASP.NS,NSE:ORCHASP,NSE_EQ|INE215B01022,,,100.0,1
ORCHPHARMA,ORCHID PHARMA LIMITED,NSE,ORCHPHARMA.NS,NSE:ORCHPHARMA,NSE_EQ|INE191A01027,,,100.0,1
ORICONENT,ORICON ENTERPRISES LTD,NSE,ORICONENT.NS,NSE:ORICONENT,NSE_EQ|INE730A01022,,,100.0,1
ORIENTALTL,ORIENTAL TRIMEX LTD,NSE,ORIENTALTL.NS,NSE:ORIENTALTL,NSE_EQ|INE998H01012,,,100.0,1
ORIENTBELL,ORIENT BELL LIMITED,NSE,ORIENTBELL.NS,NSE:ORIENTBELL,NSE_EQ|INE607D01018,,,100.0,1
ORIENTCEM,ORIENT CEMENT LTD.,NSE,ORIENTCEM.NS,NSE:ORIENTCEM,NSE_EQ|INE876N01018,,,100.0,1
ORIENTCER,ORIENT CERATECH LIMITED,NSE,ORIENTCER.NS,NSE:ORIENTCER,NSE_EQ|INE569C01020,,,100.0,1
ORIENTELEC,ORIENT ELECTRIC LIMITED,NSE,ORIENTELEC.NS,NSE:ORIENTELEC,NSE_EQ|INE142Z01019,,,100.0,1
ORIENTHOT,ORIENT HOTELS LTD,NSE,ORIENTHOT.NS,NSE:ORIENTHOT,NSE_EQ|INE750A01020,,,100.0,1
ORIENTLTD,ORIENT PRESS LIMITED,NSE,ORIENTLTD.NS,NSE:ORIENTLTD,NSE_EQ|INE609C01024,,,100.0,1
ORIENTPPR,ORIENT PAPER AND INDS LTD,NSE,ORIENTPPR.NS,NSE:ORIENTPPR,NSE_EQ|INE592A01026,,,100.0,1
ORIENTTECH,ORIENT TECHNOLOGIES LTD,NSE,ORIENTTECH.NS,NSE:ORIENTTECH,NSE_EQ|INE0PPK01015,,,100.0,1
ORISSAMINE,ORISSA MIN DEV CO LTD,NSE,ORISSAMINE.NS,NSE:ORISSAMINE,NSE_EQ|INE725E01024,,,100.0,1
ORKLAINDIA,ORKLA INDIA LIMITED,NSE,ORKLAINDIA.NS,NSE:ORKLAINDIA,NSE_EQ|INE16NZ01023,,,100.0,1
ORTINGLOBE,ORTIN GLOBAL LIMITED,NSE,ORTINGLOBE.NS,NSE:ORTINGLOBE,NSE_EQ|INE749B01020,,,100.0,1
OSIAHYPER,OSIA HYPER RETAIL LIMITED,NSE,OSIAHYPER.NS,NSE:OSIAHYPER,NSE_EQ|INE06IR01021,,,100.0,1
OSWALAGRO,OSWAL AGRO MILLS LTD,NSE,OSWALAGRO.NS,NSE:OSWALAGRO,NSE_EQ|INE142A01012,,,100.0,1
OSWALGREEN,OSWAL GREENTECH LIMITED,NSE,OSWALGREEN.NS,NSE:OSWALGREEN,NSE_EQ|INE143A01010,,,100.0,1
OSWALPUMPS,OSWAL PUMPS LIMITED,NSE,OSWALPUMPS.NS,NSE:OSWALPUMPS,NSE_EQ|INE0BYP01024,,,100.0,1
OSWALSEEDS,SHREEOSWAL S AND CHE LTD,NSE,OSWALSEEDS.NS,NSE:OSWALSEEDS,NSE_EQ|INE00IK01029,,,100.0,1
PACEDIGITK,PACE DIGITEK LIMITED,NSE,PACEDIGITK.NS,NSE:PACEDIGITK,NSE_EQ|INE0S3G01027,,,100.0,1
PAGEIND,PAGE INDUSTRIES LTD,NSE,PAGEIND.NS,NSE:PAGEIND,NSE_EQ|INE761H01022,,,100.0,1
PAISALO,PAISALO DIGITAL LIMITED,NSE,PAISALO.NS,NSE:PAISALO,NSE_EQ|INE420C01059,,,100.0,1
PAKKA,PAKKA LIMITED,NSE,PAKKA.NS,NSE:PAKKA,NSE_EQ|INE551D01018,,,100.0,1
